label,text
1,74355 XMAS iscoming & ur awarded either Â£500 CD gift vouchers & free entry 2 r Â£100 weekly draw txt MUSIC to 87066 TnC
1,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a Â£150 prize. To collect is easy. Just call [PHONE]
0,Or better still can you catch her and let ask her if she can sell &lt;#&gt; for me.
0,When you guys planning on coming over?
0,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
0,Shb b ok lor... Thanx...
0,2 and half years i missed your friendship:-)
0,We are okay. Going to sleep now. Later
1,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on [PHONE] to find out more!
0,Its posible dnt live in &lt;#&gt; century cm frwd n thnk different
0,I'll talk to the others and probably just come early tomorrow then
0,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass
0,Dear where you will be when i reach there
0,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at &lt;EMAIL&gt; ,kerala"
0,My uncles in Atlanta. Wish you guys a great semester.
0,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!"
1,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for Â£3/wk
0,I am great princess! What are you thinking about me? :)
0,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to"
0,"Ok, be careful ! Don't text and drive !"
0,Me fine..absolutly fine
0,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX
1,You are being ripped off! Get your mobile content from [URL] call [PHONE] poly/true/Pix/Ringtones/Games six downloads for only 3
0,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
1,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence
0,I think chennai well settled?
0,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)"
0,"Didn't try, g and I decided not to head out"
0,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again"
0,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu"
0,You stayin out of trouble stranger!!saw Dave the other day heÂs sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA!
0,Bring home some Wendy =D
0,Probably earlier than that if the station's where I think it is
0,We confirm eating at esplanade?
0,"Aight will do, thanks again for comin out"
1,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost Â£1.50. 2 cancel send STOP"
0,What time should I tell my friend to be around?
0,This is my number by vivek..
0,Who's there say hi to our drugdealer
0,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
1,URGENT! We are trying to contact you. Last weekends draw shows that you have won a Â£900 prize GUARANTEED. Call [PHONE]. Claim code S89. Valid 12hrs only
0,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.
0,Hi good mornin.. Thanku wish u d same..
1,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call [PHONE] Ts&Cs [URL] Â£1.50pm approx 3mins
0,I'm in inside office..still filling forms.don know when they leave me.
0,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon...."
0,Ã predict wat time Ã¼'ll finish buying?
0,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...
0,Is ur lecture over?
0,We can go 4 e normal pilates after our intro...
1,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on [PHONE]
0,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)
0,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx"
0,Easy ah?sen got selected means its good..
0,"That's very rude, you on campus?"
0,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)
0,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol
0,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."
0,"Until 545 lor... Ya, can go 4 dinner together..."
0,R Ã¼ going 4 today's meeting?
0,Ryder unsold.now gibbs.
0,I am great! How are you?
0,I will reach before ten morning
0,K.:)you are the only girl waiting in reception ah?
0,It has issues right now. Ill fix for her by tomorrow.
0,Somebody should go to andros and steal ice
0,Mom wants to know where you at
0,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.
1,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call [PHONE] Now
0,Oh ok i didnt know what you meant. Yep i am baby jontin
0,Cos i want it to be your thing
0,Haha... dont be angry with yourself... Take it as a practice for the real thing. =)
0,Are you going to write ccna exam this week??
0,Just now saw your message.it k da:)
0,You all ready for * big day tomorrow?
0,Dip's cell dead. So i m coming with him. U better respond else we shall come back.
0,I'm home. Doc gave me pain meds says everything is fine.
0,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
0,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
0,I;m reaching in another 2 stops.
0,That's y u haf 2 keep me busy...
0,Are you driving or training?
0,"Why is that, princess? I bet the brothas are all chasing you!"
0,Pls come quick cant bare this.
0,Shall i come to get pickle
0,Holy living christ what is taking you so long
0,Mm not entirely sure i understood that text but hey. Ho. Which weekend?
0,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
0,U still painting ur wall?
0,Yup next stop.
0,"Ya ok, vikky vl c witin &lt;#&gt; mins and il reply u.."
0,Pete can you please ring meive hardly gotany credit
0,"I noe la... U wana pei bf oso rite... K lor, other days den..."
0,Please tell me you have some of that special stock you were talking about
1,You can donate Â£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. Â£2.50 will be added to your next bill
0,Leave it de:-). Start Prepare for next:-)..
0,"Alright if you're sure, let me know when you're leaving"
0,How are you holding up?
0,"Dear relieved of westonzoyland, all going to plan this end too!"
0,Yesterday its with me only . Now am going home.
0,Tell where you reached
0,U dun say so early hor... U c already then say...
0,Already am squatting is the new way of walking
0,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem"
0,Sorry. || mail? ||
1,it to 80488. Your 500 free text messages are valid until 31 December 2005.
0,Ok lor. Msg me b4 u call.
1,WIN URGENT! Your mobile number has been awarded with a Â£2000 prize GUARANTEED call [PHONE] from land line. claim 3030 valid 12hrs only 150ppm
0,I'm home. Ard wat time will u reach?
0,R Ã¼ comin back for dinner?
0,"Only just got this message, not ignoring you. Yes, i was. Shopping that is"
0,Jus finished avatar nigro
0,Dare i ask... Any luck with sorting out the car?
0,You best watch what you say cause I get drunk as a motherfucker
0,Don know. I did't msg him recently.
0,"She was supposed to be but couldn't make it, she's still in town though"
0,"Cool, text me when you're ready"
0,That's cause your old. I live to be high.
0,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ..."
0,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
0,AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.
0,"Could you not read me, my Love ? I answered you"
0,Which channel:-):-):):-).
0,"What will we do in the shower, baby?"
0,I told your number to gautham..
0,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
0,Your account has been refilled successfully by INR &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
1,PRIVATE! Your 2003 Account Statement for 078
0,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx
0,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)
0,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore"
0,Already one guy loving you:-.
0,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.
0,I notice you like looking in the shit mirror youre turning into a right freak
0,Eat jap done oso aft ur lect wat... Ã got lect at 12 rite...
0,"I'm not sure, I was just checking out what was happening around the area"
0,"I shall book chez jules for half eight, if that's ok with you?"
0,"K I'm leaving soon, be there a little after 9"
0,"Yes, princess. Toledo."
0,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.
0,Ã go home liao? Ask dad to pick me up at 6...
0,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second"
0,I jokin oni lar.. Ã busy then i wun disturb Ã¼.
1,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to [PHONE]p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
0,I'll reach in ard 20 mins ok...
0,"Goodmorning, Today i am late for &lt;#&gt; min."
0,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to &lt;#&gt; frnds in &lt;#&gt; mins whn u read..."
0,Also are you bringing galileo or dobby
0,"Did you say bold, then torch later. Or one torch and 2bold?"
0,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too."
0,Huh so late... Fr dinner?
0,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:)
0,"Thanks, I'll keep that in mind"
0,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:)
0,Come to mahal bus stop.. &lt;DECIMAL&gt;
0,Jus came back fr lunch wif my sis only. U leh?
0,Do well :)all will for little time. Thing of good times ahead:
0,"No my blankets are sufficient, thx"
0,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
0,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched..."
1,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!"
0,Do u noe how 2 send files between 2 computers?
0,I not at home now lei...
0,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...
0,Eh u send wrongly lar...
0,"Great. I'm in church now, will holla when i get out"
0,I to am looking forward to all the sex cuddling.. Only two more sleeps
0,If you're not in my car in an hour and a half I'm going apeshit
0,"Sorry, went to bed early, nightnight"
0,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs!"
0,"Kate jackson rec center before 7ish, right?"
0,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone"""
0,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao..."
0,How? Izzit still raining?
0,"You aren't coming home between class, right? I need to work out and shower!"
1,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play Â£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
0,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.
0,Were trying to find a Chinese food place around here
0,Dont worry. I guess he's busy.
0,Give me a sec to think think about it
0,Yup Ã¼ not comin :-(
0,Oh sorry please its over
1,Ringtone Club: Gr8 new polys direct to your mobile every week !
0,I've told him that i've returned it. That should i re order it.
0,Iâll have a look at the frying pan in case itâs cheap or a book perhaps. No thatâs silly a frying pan isnât likely to be a book
1,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates [URL] POBox 36504 W45WQ norm150p/tone 16+
0,Whens your radio show?
0,Am surfing online store. For offers do you want to buy any thing.
0,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
0,At 4. Let's go to bill millers
0,Ok i'm coming home now.
0,You please give us connection today itself before &lt;DECIMAL&gt; or refund the bill
1,"HOT LIVE FANTASIES call now [PHONE] Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
0,I can take you at like noon
1,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode"
0,I'm in office now da:)where are you?
0,Dear :-/ why you mood off. I cant drive so i brother to drive
0,Got it..mail panren paru..
0,Lol no ouch but wish i'd stayed out a bit longer
0,Erm. I thought the contract ran out the4th of october.
0,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C
0,Pls speak to that customer machan.
0,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like"
1,Not heard from U4 a while. Call 4 rude chat private line [PHONE] to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
1,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith.."
0,EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.
0,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea"
1,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE [PHONE] to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
0,Okay same with me. Well thanks for the clarification
0,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!"
0,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
0,I'm job profile seems like bpo..
0,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!"
0,Hi! This is Roger from CL. How are you?
0,Nationwide auto centre (or something like that) on Newport road. I liked them there
0,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
0,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..
0,Ok lor... Or u wan me go look 4 u?
0,If india win or level series means this is record:)
0,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date."
0,That seems unnecessarily hostile
0,Saw Guys and Dolls last night with Patrick Swayze it was great
0,Black shirt n blue jeans... I thk i c Ã¼...
0,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
0,Hey i've booked the 2 lessons on sun liao...
0,Then i buy.
0,Oh my God. I'm almost home
0,You're gonna have to be way more specific than that
0,"Sorry battery died, yeah I'm here"
1,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: [URL] STOP? Send STOP FRND to 62468
0,Hmmm.still we dont have opener?
0,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
0,Please leave this topic..sorry for telling that..
0,Hasn't that been the pattern recently crap weekends?
0,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear."
0,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.
0,I am going to sao mu today. Will be done only at 12
1,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.
0,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC [PHONE] HG/Suite342/2Lands Row/W1J6HL
0,Any way where are you and what doing.
1,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
0,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.
0,Xy trying smth now. U eat already? We havent...
1,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers
0,Sure! I am driving but will reach my destination soon.
0,Idea will soon get converted to live:)
1,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 [URL] the original n best. Tones 3GBP network operator rates apply"
1,"Urgent! call [PHONE] from landline. Your complementary 4* Tenerife Holiday or Â£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer"
0,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.
0,I like to talk pa but am not able to. I dont know y.
0,So i'm doing a list of buyers.
0,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnÂt make ur bÂday 2 hun!"
0,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
0,Can you do online transaction?
0,"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng"
0,Am okay. Will soon be over. All the best
0,Tiwary to rcb.battle between bang and kochi.
0,S but mostly not like that.
0,You know what hook up means right?
0,"Not yet chikku..going to room nw, i'm in bus.."
0,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng"
1,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp Â£1.50/msg
0,Loosu go to hospital. De dont let it careless.
0,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)
0,"Aight, I'll text you when I'm back"
0,Ha ha - had popped down to the loo when you hello-ed me. Hello!
0,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
0,I have many dependents
0,No she didnt. I will search online and let you know.
1,"Ur balance is now Â£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!"
0,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
0,Great! So what attracts you to the brothas?
0,will you like to be spoiled? :)
0,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged
0,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?"
1,CALL [PHONE] & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP [PHONE]+
0,So the sun is anti sleep medicine.
0,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training."
1,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call [PHONE] NOW
0,Midnight at the earliest
1,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222
0,About &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.
1,Show ur colours! Euro [PHONE] Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!
0,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|
0,S:)but he had some luck.2 catches put down:)
0,All e best 4 ur driving tmr :-)
0,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
0,No probably &lt;#&gt; %.
0,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!"
0,How did you find out in a way that didn't include all of these details
1,2/2 146tf150p
0,Sorry i din lock my keypad.
0,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.
0,Give one miss from that number please
0,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?"""
0,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX
1,"You've won tkts to the EURO2004 CUP FINAL or Â£800 CASH, to collect CALL [PHONE] b4190604, POBOX 7876150ppm"
1,"Urgent! Please call [PHONE]. Your ABTA complimentary 4* Spanish Holiday or Â£10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+"
0,Will Ã¼ b going to esplanade fr home?
0,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
0,Lolnice. I went from a fish to ..water.?
0,"A gram usually runs like &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for &lt;#&gt;"
0,"Oh fine, I'll be by tonight"
0,Me i'm not workin. Once i get job...
0,Cool. Do you like swimming? I have a pool and jacuzzi at my house.
0,"yeah, that's what I was thinking"
0,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
0,Does uncle timi help in clearing cars
0,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.
0,PICK UR FONE UP NOW U DUMB?
1,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd[PHONE] or Call2OptOut/674
0,I'm always looking for an excuse to be in the city.
1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on [PHONE]
0,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*"
1,Urgent Please call [PHONE] from landline. Â£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ â
0,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG
0,The bus leaves at &lt;#&gt;
0,"Awesome, lemme know whenever you're around"
0,&lt;#&gt; in mca. But not conform.
1,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
0,Did u receive my msg?
0,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been?
0,Goodmorning today i am late for &lt;DECIMAL&gt; min.
0,"Sorry my roommates took forever, it ok if I come by now?"
0,Yes. that will be fine. Love you. Be safe.
0,HMM yeah if your not too grooved out! And im looking forward to my pound special :)
0,I can make lasagna for you... vodka...
0,"Oops, I'll let you know when my roommate's done"
0,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
0,WHORE YOU ARE UNBELIEVABLE.
0,I am literally in bed and have been up for like &lt;#&gt; hours
1,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto [URL] there is a fantastic surprise awaiting you
0,Ã eatin later but i'm eatin wif my frens now lei... Ã going home first?
0,If I was I wasn't paying attention
0,"I am in tirupur da, once you started from office call me."
0,I asked sen to come chennai and search for job.
0,Normally i use to drink more water daily:)
0,U're welcome... Caught u using broken english again...
0,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED
0,"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""...."
1,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd [PHONE]p per msg reply Stop to end"
0,Y bishan lei... I tot Ã¼ say lavender?
0,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
0,Ok... But bag again..
0,No. I.ll meet you in the library
1,"You have won ?1,000 cash or a ?2,000 prize! To claim, call[PHONE]. T&C: RSTM, SW7 3SS. 150ppm"
0,Just glad to be talking to you.
0,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.
0,Was doing my test earlier. I appreciate you. Will call you tomorrow.
0,Oic... Then better quickly go bathe n settle down...
0,Okie but i scared u say i fat... Then u dun wan me already...
0,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8"
0,Dear good morning now only i am up
0,Shhhhh nobody is supposed to know!
0,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt; worth tonight if possible
0,K sure am in my relatives home. Sms me de. Pls:-)
0,Well done and ! luv ya all
0,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.
0,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.."
0,I need... Coz i never go before
0,Will purchase d stuff today and mail to you. Do you have a po box number?
0,Is xy going 4 e lunch?
0,"Uncle G, just checking up on you. Do have a rewarding month"
0,Hey... Very inconvenient for your sis a not huh?
0,No i am not having not any movies in my laptop
1,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
0,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN
0,There are no other charges after transfer charges and you can withdraw anyhow you like
1,Todays Voda numbers ending with 7634 are selected to receive a Â£350 reward. If you have a match please call [PHONE] quoting claim code 7684 standard rates apply.
0,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning"
0,I wont do anything de.
1,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.
0,Mm you ask him to come its enough :-)
0,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)"
0,I dunno they close oredi not... Ã v ma fan...
1,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
0,Lol where do u come up with these ideas?
0,Anything lar then Ã¼ not going home 4 dinner?
0,I cant wait to see you! How were the photos were useful? :)
0,So no messages. Had food?
0,"Maybe westshore or hyde park village, the place near my house?"
0,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
1,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs [URL]"
0,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
0,U having lunch alone? I now so bored...
0,University of southern california.
0,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!
0,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!
0,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)"
0,Me n him so funny...
0,It means u could not keep ur words.
0,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
